allert,0.3872454738262793
mete,0.37376388221773016
piogg,0.3565681849495269
piov,0.14517766705528257
vent,0.11062763044070234
maltemp,0.10402699027541518
temporal,0.0558250040483832
arancion,0.0544639757462726
fort,0.042924135946034836
ross,0.036654773355688786
alluvion,0.0363322016715264
giall,0.035921979558224404
prevision,0.029193809496678602
nev,0.02828846782942951
doman,0.021550610682122606
scatt,0.019127000644193926
maregg,0.01879438998867511
ore,0.018276206441452114
dicembr,0.016597026071085264
fatt,0.01527687915818543
fran,0.015049866415803193
fium,0.014779506838646705
mater,0.01443248058727642
prorog,0.013780856376584438
poi,0.013245709262993621
dann,0.013086447961121683
civil,0.013056480985377705
me,0.012863631032554057
protezion,0.01284898683304192
fuor,0.012381400303709489
